Gene chr
C2orf48 chr2
ODC1 chr2
NOL10 chr2
PDIA6 chr2
GREB1 chr2
FAM84A chr2
DDX1 chr2
RAD51AP2 chr2
SMC6 chr2
OSR1 chr2
WDR35 chr2
SDC1 chr2
HS1BP3 chr2
GDF7 chr2
APOB chr2
KLHL29 chr2
MFSD2B chr2
C2orf44 chr2
PFN4 chr2
ITSN2 chr2
NCOA1 chr2
C2orf79 chr2
CENPO chr2
ADCY3 chr2
DNAJC27 chr2
POMC chr2
ASXL2 chr2
KIF3C chr2
HADHA chr2
GPR113 chr2
C2orf39 chr2
OTOF chr2
C2orf18 chr2
DPYSL5 chr2
TMEM214 chr2
AGBL5 chr2
CGREF1 chr2
C2orf28 chr2
CAD chr2
SLC30A3 chr2
UCN chr2
GTF3C2 chr2
SNX17 chr2
PPM1G chr2
NRBP1 chr2
IFT172 chr2
GCKR chr2
PLB1 chr2
WDR43 chr2
C2orf71 chr2
CLIP4 chr2
ALK chr2
SRD5A2 chr2
YIPF4 chr2
BIRC6 chr2
TTC27 chr2
LTBP1 chr2
RASGRP3 chr2
FAM98A chr2
CRIM1 chr2
FEZ2 chr2
AK001814 chr2
CEBPZ chr2
CDC42EP3 chr2
CYP1B1 chr2
HNRPLL chr2
GALM chr2
GEMIN6 chr2
DHX57 chr2
MORN2 chr2
LOC100271715 chr2
THUMPD2 chr2
SGK493 chr2
KCNG3 chr2
OXER1 chr2
ZFP36L2 chr2
THADA chr2
PLEKHH2 chr2
ABCG5 chr2
ABCG8 chr2
LRPPRC chr2
SLC3A1 chr2
PREPL chr2
C2orf34 chr2
SRBD1 chr2
EPAS1 chr2
RHOQ chr2
SOCS5 chr2
TTC7A chr2
C2orf61 chr2
MSH2 chr2
MSH6 chr2
NRXN1 chr2
LOC100302652 chr2
CHAC2 chr2
PSME4 chr2
C2orf73 chr2
SPTBN1 chr2
EML6 chr2
RTN4 chr2
CCDC88A chr2
SMEK2 chr2
CCDC85A chr2
VRK2 chr2
BCL11A chr2
PEX13 chr2
KIAA1841 chr2
AHSA2 chr2
USP34 chr2
FAM161A chr2
CCT4 chr2
EHBP1 chr2
OTX1 chr2
MDH1 chr2
PELI1 chr2
HSPC159 chr2
AFTPH chr2
CEP68 chr2
ETAA1 chr2
PNO1 chr2
PLEK chr2
AAK1 chr2
ANXA4 chr2
GMCL1 chr2
ASPRV1 chr2
C2orf42 chr2
PCYOX1 chr2
FAM136A chr2
ADD2 chr2
FIGLA chr2
ANKRD53 chr2
TEX261 chr2
MPHOSPH10 chr2
ZNF638 chr2
DYSF chr2
SPR chr2
SFXN5 chr2
RAB11FIP5 chr2
SMYD5 chr2
CCT7 chr2
FBXO41 chr2
EGR4 chr2
ALMS1 chr2
NAT8 chr2
DUSP11 chr2
STAMBP chr2
DGUOK chr2
TET3 chr2
DCTN1 chr2
C2orf81 chr2
WDR54 chr2
MOGS chr2
CCDC142 chr2
TTC31 chr2
TLX2 chr2
LOXL3 chr2
SEMA4F chr2
POLE4 chr2
C2orf3 chr2
LRRTM1 chr2
TCF7L1 chr2
TGOLN2 chr2
RETSAT chr2
ELMOD3 chr2
MAT2A chr2
GGCX chr2
C2orf68 chr2
SFTPB chr2
GNLY chr2
ATOH8 chr2
ST3GAL5 chr2
POLR1A chr2
KDM3A chr2
RNF103 chr2
CD8A chr2
KRCC1 chr2
SMYD1 chr2
TEKT4 chr2
MRPS5 chr2
ZNF514 chr2
ZNF2 chr2
GPAT2 chr2
ADRA2B chr2
DUSP2 chr2
STARD7 chr2
CIAO1 chr2
SNRNP200 chr2
NCAPH chr2
KIAA1310 chr2
CNNM3 chr2
ANKRD39 chr2
FAHD2B chr2
ANKRD36B chr2
ACTR1B chr2
TMEM131 chr2
INPP4A chr2
C2orf55 chr2
LIPT1 chr2
MRPL30 chr2
REV1 chr2
AFF3 chr2
LONRF2 chr2
PDCL3 chr2
RPL31 chr2
MAP4K4 chr2
MFSD9 chr2
AK296254 chr2
POU3F3 chr2
TGFBRAP1 chr2
C2orf49 chr2
UXS1 chr2
ST6GAL2 chr2
SULT1C2 chr2
GCC2 chr2
RANBP2 chr2
CCDC138 chr2
SH3RF3 chr2
SEPT10 chr2
ANKRD57 chr2
MALL chr2
ZC3H8 chr2
ZC3H6 chr2
TTL chr2
IL1A chr2
IL1F7 chr2
PSD4 chr2
PAX8 chr2
SLC35F5 chr2
STEAP3 chr2
SCTR chr2
PCDP1 chr2
EPB41L5 chr2
TMEM185A chr2
FLJ14816 chr2
CLASP1 chr2
ERCC3 chr2
IWS1 chr2
MYO7B chr2
GPR17 chr2
SFT2D3 chr2
SAP130 chr2
UGGT1 chr2
HS6ST1 chr2
SMPD4 chr2
IMP4 chr2
PTPN18 chr2
FAM123C chr2
KIAA1112 chr2
LOC150776 chr2
LYPD1 chr2
NCKAP5 chr2
RAB3GAP1 chr2
R3HDM1 chr2
UBXN4 chr2
MCM6 chr2
ARHGAP15 chr2
ZEB2 chr2
EPC2 chr2
TNFAIP6 chr2
RIF1 chr2
NEB chr2
CACNB4 chr2
FMNL2 chr2
ARL6IP6 chr2
NR4A2 chr2
GPD2 chr2
ERMN chr2
ACVR1 chr2
TANC1 chr2
BAZ2B chr2
LY75 chr2
PLA2R1 chr2
TBR1 chr2
DPP4 chr2
KCNH7 chr2
SCN3A chr2
CSRNP3 chr2
TTC21B chr2
SCN9A chr2
XIRP2 chr2
DHRS9 chr2
LRP2 chr2
C2orf77 chr2
KLHL23 chr2
LOC440925 chr2
GAD1 chr2
GORASP2 chr2
DYNC1I2 chr2
SLC25A12 chr2
MAP1D chr2
ITGA6 chr2
RAPGEF4 chr2
CDCA7 chr2
CIR1 chr2
SCRN3 chr2
CHN1 chr2
ATF2 chr2
KIAA1715 chr2
HOXD13 chr2
HOXD9 chr2
HOXD4 chr2
HOXD3 chr2
NFE2L2 chr2
AGPS chr2
TTC30B chr2
TTC30A chr2
RBM45 chr2
PRKRA chr2
TTN chr2
CCDC141 chr2
CWC22 chr2
NEUROD1 chr2
SSFA2 chr2
DNAJC10 chr2
FRZB chr2
ITGAV chr2
FAM171B chr2
WDR75 chr2
ASNSD1 chr2
PMS1 chr2
MFSD6 chr2
NAB1 chr2
MYO1B chr2
SDPR chr2
DNAH7 chr2
CCDC150 chr2
PGAP1 chr2
ANKRD44 chr2
SF3B1 chr2
HSPD1 chr2
RFTN2 chr2
PLCL1 chr2
C2orf47 chr2
SPATS2L chr2
CASP10 chr2
TRAK2 chr2
ALS2CR4 chr2
FZD7 chr2
KIAA2012 chr2
NOP58 chr2
BMPR2 chr2
WDR12 chr2
NBEAL1 chr2
FASTKD2 chr2
PLEKHM3 chr2
IDH1 chr2
PIKFYVE chr2
MAP2 chr2
UNC80 chr2
C2orf67 chr2
ACADL chr2
MYL1 chr2
LANCL1 chr2
CPS1 chr2
IKZF2 chr2
VWC2L chr2
ABCA12 chr2
ATIC chr2
TMEM169 chr2
SMARCAL1 chr2
IGFBP2 chr2
IGFBP5 chr2
TNS1 chr2
GPBAR1 chr2
PNKD chr2
TMBIM1 chr2
SLC11A1 chr2
USP37 chr2
ZNF142 chr2
STK36 chr2
TTLL4 chr2
CYP27A1 chr2
WNT6 chr2
CDK5R2 chr2
FEV chr2
CCDC108 chr2
IHH chr2
NHEJ1 chr2
C2orf24 chr2
FAM134A chr2
ABCB6 chr2
ATG9A chr2
ANKZF1 chr2
GLB1L chr2
STK16 chr2
TUBA4A chr2
DNAJB2 chr2
PTPRN chr2
RESP18 chr2
DNPEP chr2
DES chr2
SPEG chr2
ACCN4 chr2
CHPF chr2
TMEM198 chr2
OBSL1 chr2
INHA chr2
STK11IP chr2
SLC4A3 chr2
EPHA4 chr2
FARSB chr2
SCG2 chr2
WDFY1 chr2
MRPL44 chr2
DOCK10 chr2
KIAA1486 chr2
IRS1 chr2
SPHKAP chr2
PID1 chr2
TRIP12 chr2
ITM2C chr2
SPATA3 chr2
C2orf72 chr2
ARMC9 chr2
B3GNT7 chr2
NCL chr2
PTMA chr2
NPPC chr2
DIS3L2 chr2
ALPI chr2
CHRND chr2
EFHD1 chr2
NGEF chr2
NEU2 chr2
INPP5D chr2
ATG16L1 chr2
SAG chr2
DGKD chr2
USP40 chr2
SH3BP4 chr2
AGAP1 chr2
CXCR7 chr2
COL6A3 chr2
PRLH chr2
LRRFIP1 chr2
SCLY chr2
ESPNL chr2
KLHL30 chr2
LOC151174 chr2
HES6 chr2
PER2 chr2
TRAF3IP1 chr2
HDAC4 chr2
NDUFA10 chr2
MYEOV2 chr2
GPC1 chr2
CAPN10 chr2
KIF1A chr2
PASK chr2
ANO7 chr2
HDLBP chr2
FARP2 chr2
BOK chr2
C2orf85 chr2
CHL1-AS2 chr3
LRRN1 chr3
SRGAP3 chr3
IL17RC chr3
CRELD1 chr3
TAMM41 chr3
TSEN2 chr3
OXSM chr3
CTDSPL chr3
SLC22A13 chr3
NBEAL2 chr3
TEX264 chr3
ALAS1 chr3
MAGI1-AS1 chr3
ABI3BP chr3
GTPBP8 chr3
TMEM39A chr3
MCM2 chr3
IFT122 chr3
MRPS22 chr3
RASA2 chr3
RP11-167H9 chr3
VEPH1 chr3
RSRC1 chr3
RP11-379F4 chr3
BC036236 chr3
RP11-139K4 chr3
MCF2L2 chr3
KLHL24 chr3
SETMAR chr3
EDEM1 chr3
TTLL3 chr3
CAND2 chr3
RFTN1 chr3
SCN5A chr3
SCN10A chr3
HHATL chr3
SETD2 chr3
USP19 chr3
MST1 chr3
RBM6 chr3
CYB561D2 chr3
ABHD14B chr3
DNAH1 chr3
IL17RB chr3
CCDC66 chr3
MAGI1 chr3
FLJ10213 chr3
CPOX chr3
WDR5B chr3
KLF15 chr3
NUDT16 chr3
SLC25A36 chr3
PLCL2 chr3
CCR1 chr3
PTPN23 chr3
IP6K2 chr3
CHL1 chr3
CNTN4 chr3
TRNT1 chr3
SUMF1 chr3
ITPR1 chr3
LMCD1 chr3
C3orf32 chr3
CAV3 chr3
THUMPD3 chr3
SETD5 chr3
CPNE9 chr3
OGG1 chr3
RPUSD3 chr3
CIDEC chr3
JAGN1 chr3
IL17RE chr3
PRRT3 chr3
LOC401052 chr3
IRAK2 chr3
GHRL chr3
ATP2B2 chr3
ATG7 chr3
C3orf31 chr3
MKRN2 chr3
TMEM40 chr3
IQSEC1 chr3
NUP210 chr3
FBLN2 chr3
WNT7A chr3
TMEM43 chr3
XPC chr3
SLC6A6 chr3
C3orf19 chr3
MRPS25 chr3
ZFYVE20 chr3
CAPN7 chr3
SH3BP5 chr3
METTL6 chr3
EAF1 chr3
BTD chr3
ANKRD28 chr3
GALNTL2 chr3
OXNAD1 chr3
KAT2B chr3
ZNF385D chr3
UBE2E1 chr3
TOP2B chr3
EOMES chr3
CMC1 chr3
TGFBR2 chr3
TRIM71 chr3
GLB1 chr3
CRTAP chr3
CLASP2 chr3
PDCD6IP chr3
ARPP-21 chr3
STAC chr3
GOLGA4 chr3
C3orf35 chr3
VILL chr3
PLCD1 chr3
DLEC1 chr3
ACAA1 chr3
MYD88 chr3
SLC22A14 chr3
ACVR2B chr3
EXOG chr3
GORASP1 chr3
TTC21A chr3
CSRNP1 chr3
XIRP1 chr3
MYRIP chr3
EIF1B chr3
ZNF620 chr3
ZNF621 chr3
TRAK1 chr3
NKTR chr3
ZBTB47 chr3
KBTBD5 chr3
CCDC13 chr3
ZNF662 chr3
LOC729085 chr3
C3orf39 chr3
SNRK chr3
ANO10 chr3
C3orf23 chr3
ZNF445 chr3
ZNF167 chr3
ZNF197 chr3
ZNF35 chr3
ZNF502 chr3
KIAA1143 chr3
ZDHHC3 chr3
EXOSC7 chr3
LARS2 chr3
LZTFL1 chr3
FYCO1 chr3
CCRL2 chr3
LTF chr3
ALS2CL chr3
TMIE chr3
TSP50 chr3
KIF9 chr3
KLHL18 chr3
SCAP chr3
C3orf75 chr3
CSPG5 chr3
SMARCC1 chr3
DHX30 chr3
MAP4 chr3
CAMP chr3
PLXNB1 chr3
ATRIP chr3
TREX1 chr3
UCN2 chr3
UQCRC1 chr3
CELSR3 chr3
NCKIPSD chr3
C3orf71 chr3
P4HTM chr3
WDR6 chr3
IMPDH2 chr3
QARS chr3
LAMB2 chr3
KLHDC8B chr3
USP4 chr3
TCTA chr3
AMT chr3
DAG1 chr3
BSN chr3
APEH chr3
RNF123 chr3
UBA7 chr3
MST1R chr3
MON1A chr3
SEMA3F chr3
SEMA3B chr3
IFRD2 chr3
HYAL3 chr3
HYAL1 chr3
RASSF1 chr3
ZMYND10 chr3
TUSC4 chr3
TMEM115 chr3
CACNA2D2 chr3
DOCK3 chr3
RBM15B chr3
RAD54L2 chr3
GRM2 chr3
RRP9 chr3
PCBP4 chr3
ABHD14A chr3
ACY1 chr3
TLR9 chr3
PPM1M chr3
SEMA3G chr3
NISCH chr3
STAB1 chr3
NT5DC2 chr3
RFT1 chr3
TKT chr3
DCP1A chr3
CHDH chr3
ACTR8 chr3
CACNA2D3 chr3
LRTM1 chr3
C3orf63 chr3
ARHGEF3 chr3
IL17RD chr3
PDE12 chr3
SLMAP chr3
FLNB chr3
ABHD6 chr3
RPP14 chr3
PXK chr3
ACOX2 chr3
FAM107A chr3
FEZF2 chr3
CADPS chr3
SYNPR chr3
ATXN7 chr3
PSMD6 chr3
PRICKLE2 chr3
ADAMTS9 chr3
LRIG1 chr3
TMF1 chr3
LMOD3 chr3
FRMD4B chr3
SHQ1 chr3
PPP4R2 chr3
PDZRN3 chr3
ROBO2 chr3
ROBO1 chr3
ZNF654 chr3
EPHA3 chr3
DHFRL1 chr3
AK296966 chr3
CRYBG3 chr3
MINA chr3
OR5K4 chr3
FILIP1L chr3
TOMM70A chr3
CEP97 chr3
FAM55C chr3
NFKBIZ chr3
CBLB chr3
LOC285205 chr3
MYH15 chr3
DZIP3 chr3
ABHD10 chr3
CD200 chr3
SLC35A5 chr3
CCDC80 chr3
C3orf17 chr3
BOC chr3
SIDT1 chr3
KIAA2018 chr3
ATP6V1A chr3
KIAA1407 chr3
ZBTB20 chr3
GAP43 chr3
B4GALT4 chr3
CDGAP chr3
POPDC2 chr3
GPR156 chr3
FSTL1 chr3
NDUFB4 chr3
HGD chr3
GTF2E1 chr3
GOLGB1 chr3
IQCB1 chr3
PARP15 chr3
PARP14 chr3
HSPBAP1 chr3
SEMA5B chr3
ADCY5 chr3
MYLK chr3
CCDC14 chr3
KALRN chr3
UMPS chr3
MUC13 chr3
HEG1 chr3
SLC12A8 chr3
ALG1L chr3
ALDH1L1 chr3
CCDC37 chr3
ZXDC chr3
UROC1 chr3
C3orf22 chr3
PLXNA1 chr3
TPRA1 chr3
PODXL2 chr3
ABTB1 chr3
KBTBD12 chr3
EEFSEC chr3
RPN1 chr3
ACAD9 chr3
KIAA1257 chr3
CCDC48 chr3
GP9 chr3
ISY1 chr3
COPG chr3
C3orf37 chr3
PLXND1 chr3
TRH chr3
COL6A6 chr3
PIK3R4 chr3
ASTE1 chr3
ACPP chr3
DNAJC13 chr3
UBA5 chr3
TMEM108 chr3
CDV3 chr3
TF chr3
SRPRB chr3
SLCO2A1 chr3
AMOTL2 chr3
CEP63 chr3
KY chr3
EPHB1 chr3
PPP2R3A chr3
MSL2 chr3
PCCB chr3
STAG1 chr3
TMEM22 chr3
NCK1 chr3
A4GNT chr3
DBR1 chr3
ARMC8 chr3
FOXL2 chr3
C3orf72 chr3
AK304483 chr3
COPB2 chr3
RBP1 chr3
TRIM42 chr3
ACPL2 chr3
ZBTB38 chr3
GK5 chr3
XRN1 chr3
ATR chr3
PCOLCE2 chr3
CHST2 chr3
ZIC4 chr3
ZIC1 chr3
HLTF chr3
HPS3 chr3
CP chr3
TM4SF1 chr3
WWTR1 chr3
C3orf16 chr3
TSC22D2 chr3
EIF2A chr3
P2RY12 chr3
IGSF10 chr3
TMEM14E chr3
SGEF chr3
LXN chr3
RARRES1 chr3
SCHIP1 chr3
PPM1L chr3
B3GALNT1 chr3
BCHE chr3
WDR49 chr3
C3orf50 chr3
MECOM chr3
MYNN chr3
PHC3 chr3
SKIL chr3
SLC7A14 chr3
RPL22L1 chr3
TNIK chr3
PLD1 chr3
GHSR chr3
ZMAT3 chr3
ACTL6A chr3
MRPL47 chr3
NDUFB5 chr3
USP13 chr3
PEX5L chr3
TTC14 chr3
MCCC1 chr3
KLHL6 chr3
YEATS2 chr3
PARL chr3
ABCC5 chr3
HTR3D chr3
DVL3 chr3
ABCF3 chr3
VWA5B2 chr3
CAMK2N2 chr3
PSMD2 chr3
EIF4G1 chr3
CLCN2 chr3
CHRD chr3
EPHB3 chr3
MAGEF1 chr3
VPS8 chr3
MAP3K13 chr3
TRA2B chr3
DNAJB11 chr3
AHSG chr3
FETUB chr3
HRG chr3
RTP1 chr3
SST chr3
BCL6 chr3
LEPREL1 chr3
LOC647309 chr3
CCDC50 chr3
ATP13A5 chr3
OPA1 chr3
GP5 chr3
TMEM44 chr3
LSG1 chr3
FAM43A chr3
APOD chr3
TNK2 chr3
ZDHHC19 chr3
OSTalpha chr3
PCYT1A chr3
TCTEX1D2 chr3
RNF168 chr3
PIGX chr3
SENP5 chr3
DKFZp762I1415 chr3
PIGZ chr3
KIAA0226 chr3
LRCH3 chr3
IQCG chr3
LMLN chr3
TMEM175 chr4
CTBP1-AS2 chr4
MAN2B2 chr4
LOC93622 chr4
ABLIM2 chr4
ZNF518B chr4
LOC441009 chr4
CC2D2A chr4
RP11-556G22 chr4
LOC100505912 chr4
CCDC149 chr4
TBC1D1 chr4
GUF1 chr4
BC041434 chr4
OCIAD1 chr4
HOPX chr4
UGT2B7 chr4
ENAM chr4
MOBKL1A chr4
NAAA chr4
SEC31A chr4
RP11-588P8 chr4
NFKB1 chr4
SEC24B chr4
MYOZ2 chr4
ANXA5 chr4
SLC7A11-AS1 chr4
AK307172 chr4
AC097467 chr4
RP11-597D13 chr4
TRIM61 chr4
ZNF718 chr4
C4orf42 chr4
CRIPAK chr4
RGS12 chr4
AFAP1 chr4
ACOX3 chr4
SOD3 chr4
N4BP2 chr4
SLC10A6 chr4
TET2 chr4
LOC285456 chr4
RNF175 chr4
ADAM29 chr4
ING2 chr4
ZNF732 chr4
ABCA11P chr4
ZNF721 chr4
PIGG chr4
PDE6B chr4
GAK chr4
DGKQ chr4
IDUA chr4
SLC26A1 chr4
AX747178 chr4
MAEA chr4
KIAA1530 chr4
FAM53A chr4
SLBP chr4
TMEM129 chr4
TACC3 chr4
LETM1 chr4
WHSC1 chr4
C4orf48 chr4
HAUS3 chr4
MXD4 chr4
FAM193A chr4
TNIP2 chr4
SH3BP2 chr4
ADD1 chr4
MFSD10 chr4
NOP14 chr4
GRK4 chr4
HTT chr4
C4orf44 chr4
DOK7 chr4
LRPAP1 chr4
LYAR chr4
ZNF509 chr4
D4S234E chr4
MSX1 chr4
C4orf6 chr4
EVC2 chr4
EVC chr4
WFS1 chr4
MRFAP1L1 chr4
CNO chr4
KIAA0232 chr4
CCDC96 chr4
GRPEL1 chr4
SORCS2 chr4
SH3TC1 chr4
C4orf23 chr4
GPR78 chr4
DRD5 chr4
SLC2A9 chr4
WDR1 chr4
BOD1L chr4
CPEB2 chr4
FBXL5 chr4
BST1 chr4
PROM1 chr4
BC010030 chr4
CLRN2 chr4
LAP3 chr4
MED28 chr4
FAM184B chr4
LGI2 chr4
SEPSECS chr4
PI4K2B chr4
ZCCHC4 chr4
CCKAR chr4
STIM2 chr4
PCDH7 chr4
ARAP2 chr4
C4orf19 chr4
FAM114A1 chr4
TMEM156 chr4
KLHL5 chr4
WDR19 chr4
RFC1 chr4
KLB chr4
UGDH chr4
CHRNA9 chr4
NSUN7 chr4
APBB2 chr4
UCHL1 chr4
LIMCH1 chr4
BEND4 chr4
CORIN chr4
NFXL1 chr4
NIPAL1 chr4
SLC10A4 chr4
ZAR1 chr4
FRYL chr4
LRRC66 chr4
RASL11B chr4
SCFD2 chr4
LNX1 chr4
KIT chr4
SRD5A3 chr4
CLOCK chr4
NMU chr4
EXOC1 chr4
CEP135 chr4
KIAA1211 chr4
AASDH chr4
PAICS chr4
SRP72 chr4
C4orf14 chr4
LPHN3 chr4
EPHA5 chr4
UBA6 chr4
YTHDC1 chr4
TMPRSS11E chr4
UTP3 chr4
RUFY3 chr4
GRSF1 chr4
SLC4A4 chr4
NPFFR2 chr4
ADAMTS3 chr4
COX18 chr4
ANKRD17 chr4
AFP chr4
CXCL1 chr4
CXCL3 chr4
BTC chr4
PARM1 chr4
THAP6 chr4
USO1 chr4
SDAD1 chr4
CXCL9 chr4
SCARB2 chr4
STBD1 chr4
SHROOM3 chr4
CCNG2 chr4
MRPL1 chr4
FRAS1 chr4
BMP2K chr4
ANTXR2 chr4
PRDM8 chr4
BMP3 chr4
HNRPDL chr4
THAP9 chr4
LIN54 chr4
COQ2 chr4
HELQ chr4
FAM175A chr4
NKX6-1 chr4
WDFY3 chr4
PTPN13 chr4
AFF1 chr4
SPARCL1 chr4
HSP90AB1 chr4
SPP1 chr4
PKD2 chr4
PPM1K chr4
HERC3 chr4
FAM13A chr4
GPRIN3 chr4
MMRN1 chr4
ATOH1 chr4
PDLIM5 chr4
UNC5C chr4
C4orf37 chr4
DDIT4L chr4
AK000028 chr4
MANBA chr4
BDH2 chr4
CENPE chr4
PPA2 chr4
CYP2U1 chr4
HADH chr4
OSTC chr4
AGXT2L1 chr4
CCDC109B chr4
PLA2G12A chr4
GAR1 chr4
ENPEP chr4
ALPK1 chr4
ANK2 chr4
UGT8 chr4
PRSS12 chr4
SYNPO2 chr4
USP53 chr4
QRFPR chr4
CCNA2 chr4
KIAA1109 chr4
BBS12 chr4
SPRY1 chr4
FAT4 chr4
INTU chr4
C4orf29 chr4
PGRMC2 chr4
PCDH10 chr4
PABPC4L chr4
PCDH18 chr4
CCRN4L chr4
ELF2 chr4
C4orf49 chr4
MAML3 chr4
TBC1D9 chr4
RNF150 chr4
USP38 chr4
GAB1 chr4
HHIP chr4
OTUD4 chr4
C4orf51 chr4
ZNF827 chr4
POU4F2 chr4
DCLK2 chr4
LRBA chr4
SH3D19 chr4
ESSPL chr4
FHDC1 chr4
KIAA0922 chr4
DCHS2 chr4
FGA chr4
C4orf18 chr4
TMEM144 chr4
PPID chr4
FNIP2 chr4
C4orf39 chr4
TRIM75 chr4
TMEM192 chr4
SH3RF1 chr4
C4orf27 chr4
SAP30 chr4
WDR17 chr4
VEGFC chr4
NEIL3 chr4
ODZ3 chr4
C4orf41 chr4
STOX2 chr4
MLF1IP chr4
ACSL1 chr4
HELT chr4
KIAA1430 chr4
SNX25 chr4
LRP2BP chr4
UFSP2 chr4
SORBS2 chr4
FAM149A chr4
CYP4V2 chr4
FRG1 chr4
BC034612 chr5
LOC728613 chr5
LOC255167 chr5
NIM1 chr5
ANKDD1B chr5
RP11-107N7 chr5
PAPD4 chr5
RPS23 chr5
RP11-213H15 chr5
ARSK chr5
CAST chr5
CTD-2215E18 chr5
PJA2 chr5
NREP chr5
ZRSR2 chr5
ATG12 chr5
CTB-118N6 chr5
RP11-517I3 chr5
HINT1 chr5
CCNI2 chr5
SEPT8 chr5
SKP1 chr5
LOC340073 chr5
MYOT chr5
CTB-35F21 chr5
LOC100505636 chr5
RP11-331K21 chr5
ATOX1 chr5
CTB-47B11 chr5
GABRA1 chr5
CCNG1 chr5
KCNIP1 chr5
SNCB chr5
TMED9 chr5
AK126616 chr5
LINC00847 chr5
CTC-338M12 chr5
SLC6A18 chr5
TTC33 chr5
CARD6 chr5
MAST4 chr5
MAP1B chr5
GPR150 chr5
H2AFY chr5
KIF20A chr5
PCDHB14 chr5
PCDH-psi2 chr5
PCDHpsi-5 chr5
GPR151 chr5
AK027578 chr5
CD74 chr5
ZNF354B chr5
ZFP2 chr5
RUFY1 chr5
SDHA chr5
DEPDC1B chr5
PCDHB15 chr5
PLEKHG4B chr5
LRRC14B chr5
CCDC127 chr5
AHRR chr5
C5orf55 chr5
EXOC3 chr5
SLC9A3 chr5
CEP72 chr5
BRD9 chr5
TERT chr5
CLPTM1L chr5
C5orf38 chr5
IRX1 chr5
ADAMTS16 chr5
KIAA0947 chr5
NSUN2 chr5
C5orf49 chr5
FASTKD3 chr5
MTRR chr5
FAM173B chr5
CTNND2 chr5
TRIO chr5
FAM105A chr5
ANKH chr5
ZNF622 chr5
FAM134B chr5
MYO10 chr5
BASP1 chr5
CDH10 chr5
RNASEN chr5
C5orf22 chr5
PDZD2 chr5
GOLPH3 chr5
MTMR12 chr5
ZFR chr5
TARS chr5
ADAMTS12 chr5
RXFP3 chr5
C1QTNF3 chr5
RAI14 chr5
RAD1 chr5
BRIX1 chr5
DNAJC21 chr5
SKP2 chr5
C5orf33 chr5
RANBP3L chr5
C5orf42 chr5
EGFLAM chr5
FYB chr5
DAB2 chr5
C5orf51 chr5
C5orf39 chr5
ZNF131 chr5
PAIP1 chr5
NNT chr5
MRPS30 chr5
ISL1 chr5
PELO chr5
ITGA2 chr5
MOCS2 chr5
SNX18 chr5
CR626610 chr5
CCNO chr5
SLC38A9 chr5
ANKRD55 chr5
MAP3K1 chr5
MIER3 chr5
PLK2 chr5
ZSWIM6 chr5
HTR1A chr5
NLN chr5
ERBB2IP chr5
CD180 chr5
BDP1 chr5
PTCD2 chr5
ZNF366 chr5
FCHO2 chr5
TMEM171 chr5
FOXD1 chr5
HEXB chr5
GFM2 chr5
FAM169A chr5
HMGCR chr5
COL4A3BP chr5
F2R chr5
F2RL1 chr5
AGGF1 chr5
ZBED3 chr5
LHFPL2 chr5
CMYA5 chr5
SERINC5 chr5
ZFYVE16 chr5
MSH3 chr5
RASGRF2 chr5
ATP6AP1L chr5
VCAN chr5
RASA1 chr5
CCNH chr5
TMEM161B chr5
MBLAC2 chr5
LYSMD3 chr5
GPR98 chr5
ARRDC3 chr5
POU5F2 chr5
ANKRD32 chr5
TTC37 chr5
RHOBTB3 chr5
PCSK1 chr5
ERAP1 chr5
LNPEP chr5
RIOK2 chr5
RGMB chr5
CHD1 chr5
FAM174A chr5
SLCO4C1 chr5
C5orf30 chr5
FBXL17 chr5
MAN2A1 chr5
SLC25A46 chr5
WDR36 chr5
EPB41L4A chr5
FLJ11235 chr5
APC chr5
SRP19 chr5
MCC chr5
YTHDC2 chr5
KCNN2 chr5
FEM1C chr5
TMED7 chr5
SEMA6A chr5
DMXL1 chr5
HSD17B4 chr5
SNCAIP chr5
PRDM6 chr5
ZNF608 chr5
ALDH7A1 chr5
PHAX chr5
MEGF10 chr5
PRRC1 chr5
SLC12A2 chr5
SLC27A6 chr5
CDC42SE2 chr5
RAPGEF6 chr5
SLC22A5 chr5
RAD50 chr5
ANKRD43 chr5
SHROOM1 chr5
LEAP2 chr5
AFF4 chr5
ZCCHC10 chr5
HSPA4 chr5
FSTL4 chr5
C5orf15 chr5
TCF7 chr5
SEC24A chr5
DDX46 chr5
NEUROG1 chr5
SPOCK1 chr5
NPY6R chr5
PKD2L2 chr5
FAM13B chr5
BRD8 chr5
KDM3B chr5
HSPA9 chr5
SIL1 chr5
MATR3 chr5
MGC29506 chr5
LOC389333 chr5
TMEM173 chr5
CXXC5 chr5
PSD2 chr5
NRG2 chr5
SLC4A9 chr5
ANKHD1-EIF4EBP3 chr5
SRA1 chr5
APBB3 chr5
WDR55 chr5
HARS chr5
HARS2 chr5
AX746964 chr5
PCDHAC2 chr5
PCDHB1 chr5
PCDHB2 chr5
PCDHB3 chr5
PCDHB4 chr5
PCDHB6 chr5
PCDHB17 chr5
PCDHB7 chr5
PCDHB8 chr5
PCDHB16 chr5
PCDHB9 chr5
PCDHB10 chr5
PCDHB11 chr5
PCDHB12 chr5
PCDHB13 chr5
PCDHGC5 chr5
HDAC3 chr5
FCHSD1 chr5
ARAP3 chr5
PCDH1 chr5
KIAA0141 chr5
PCDH12 chr5
